,CURRÍCULO,CITAÇÕES,AUTORES,TÍTULO,REVISTA,LOCAL,VOLUME,PÁGINAS,ANO_PUB,DOI
62,Alexandre de Magalhaes Vieira Machado,   4,"['LUCINDA, N.', 'FIGUEIREDO, M. M.', 'PESSOA, N. L.', 'LIMA, G. K.', 'FREITAS, A.', 'MACHADO, A. M. V.', 'KROON, E. G.', 'ANTONELLI, L. R. V.', 'CAMPOS, M. A. S.']","Dendritic cells, macrophages, NK and CD8+ T lymphocytes play pivotal roles in controlling HSV-1 in the trigeminal ganglia by producing IL1-beta, iNOS and granzyme B",Virology Journal,,14,1,2017,
63,Alexandre de Magalhaes Vieira Machado,  88,"['GIAROLA-SILVA, SARAH', 'COELHO-DOS-REIS, JORDANA G.A.', 'MOURÃO, MARINA MORAES', 'CAMPI-AZEVEDO, ANA CAROLINA', 'NAKAGAKI SILVA, ERICK E.', 'LUIZA-SILVA, MARIA', 'MARTINS, MARINA ANGELA', 'DE OLIVEIRA SILVEIRA CASSETTE, AMANDA CARDOSO', 'BATISTA, MAURÍCIO AZEVEDO', 'PERUHYPE-MAGALHÃES, VANESSA', 'DO VALLE ANTONELLI, LIS RIBEIRO', 'LEITE RIBEIRO, JOSÉ GERALDO', 'ELÓI-SANTOS, SILVANA MARIA', 'MACHADO, ALEXANDRE VIEIRA', 'TEIXEIRA-CARVALHO, ANDRÉA', 'MARTINS-FILHO, OLINDO ASSIS', 'ARAÚJO, MÁRCIO SOBREIRA SILVA']",Distinct patterns of cellular immune response elicited by influenza non-adjuvanted and AS03-adjuvanted monovalent H1N1(pdm09) vaccine,ANTIVIRAL RESEARCH,,144,70-82,2017,
64,Alexandre de Magalhaes Vieira Machado,  29,"['OLIVEIRA, L.', 'COSTA, M.', 'MAGALHAES, T. F. F.', 'BASTOS, R.', 'SANTOS, P.', 'CARNEIRO, H.', 'RIBEIRO, N.', 'FERREIRA, G.', 'RIBEIRO, L.', 'GONCALVES1, A. P. F.', 'FAGUNDES, C.', 'XAVIER, M.', 'DJORDJEVIC, J. T.', 'SORREL, T.', 'SOUZA, D.', 'MACHADO, A. M. V.', 'SANTOS, D. A.']",Influenza A Virus as a Predisposing Factor for Cryptococcosis,Frontiers in Cellular and Infection Microbiology,,7,1-13,2017,
65,Alexandre de Magalhaes Vieira Machado,  27,"['FERREIRA, C. P.', 'CARISTE, L. M.', 'VIRGILIO, F.', 'FERRI, B.', 'GAZZINELLI, Ricardo Tostes', 'BRUNA-ROMERO, O.', 'RIBEIRO, D. A.', 'LANNES-VIEIRA, JOSELI', 'LOPES, M. F.', 'RODRIGUES, M. M.', 'VASCONCELOS, J. R.', 'MACHADO AV']",LFA-1 Mediates Cytotoxicity and Tissue Migration of Specific CD8+ T Cells after Heterologous Prime-Boost Vaccination against Trypanosoma cruzi Infection,Frontiers in Immunology,,8,1-16,2017,
66,Alexandre de Magalhaes Vieira Machado,  73,"['TAVARES, LUCIANA P.', 'Garcia, Cristiana C.', 'MACHADO, MARINA G.', 'QUEIROZ-JUNIOR, CELSO M.', 'BARTHELEMY, ADELINE', 'TROTTEIN, FRANÇOIS', 'SIQUEIRA, MARILDA M.', 'BRANDOLINI, LAURA', 'ALLEGRETTI, MARCELLO', 'MACHADO, ALEXANDRE M.', 'DE SOUSA, LIRLÂNDIA P.', 'Teixeira, Mauro M.']",CXCR1/2 Antagonism Is Protective during Influenza and Post-Influenza Pneumococcal Infection,Frontiers in Immunology,,8,1-14,2017,
67,Alexandre de Magalhaes Vieira Machado,  76,"['J. Ersching', 'VASCONCELOS, J. R.', 'CAETANO, B. C.', 'MACHADO AV', 'BRUNA-ROMERO, O.', 'BARON, M. A.', 'FERREIRA, L. L.', 'CUNHA-NETO, E.', 'ROCK, K. L.', 'RODRIGUES, M. M.', 'GAZZINELLI, R. T.']",The Combined Deficiency of Immunoproteasome Subunits Affects Both the Magnitude and Quality of Pathogen- and Genetic Vaccination-Induced CD8+ T cell Responses to a Human Protozoan Parasite,PLoS Pathogens (Online),,12,1-23,2016,
68,Alexandre de Magalhaes Vieira Machado,  59,"['PEREIRA, ISABELA RESENDE', 'VILAR-PEREIRA, GLAUCIA', 'MARQUES, VIRGÍNIA', 'DA SILVA, ANDREA ALICE', 'CAETANO, BRÁULIA', 'MOREIRA, OTACILIO CRUZ', 'MACHADO, ALEXANDRE VIEIRA', 'BRUNA-ROMERO, OSCAR', 'Rodrigues, Maurício Martins', 'GAZZINELLI, Ricardo Tostes', 'LANNES-VIEIRA, JOSELI']",A Human Type 5 Adenovirus-Based Trypanosoma cruzi Therapeutic Vaccine Re-programs Immune Response and Reverses Chronic Cardiomyopathy,PLoS Pathogens (Online),,11,e1004594,2015,
69,Alexandre de Magalhaes Vieira Machado, 104,"['VASCONCELOS, JOSÉ RONNIE', 'DOMINGUEZ, MARIANA RIBEIRO', 'NEVES, RAMON LEMOS', 'ERSCHING, JONATAN', 'ARAUJO, ADRIANO', 'SANTOS, LUARA ISABELA', 'VIRGILIO, FERNANDO DOS SANTOS', 'MACHADO, ALEXANDRE DE MAGALHÃES VIEIRA', 'BRUNA-ROMERO, OSCAR', 'GAZZINELLI, RICARDO', 'RODRIGUES, MAURICIO MARTINS']","Adenovirus vector-induced CD8+ T effector memory cell differentiation and recirculation, but not proliferation, are important for protective immunity against experimental Trypanosoma cruzi infection",Human Gene Therapy,,Epub 2,140225130320000,2014,
70,Alexandre de Magalhaes Vieira Machado, 137,"['BARBOSA, RAFAEL POLIDORO ALVES', 'Salgado, A.P.C.,', 'Garcia, Cristiana C.', 'GALVAO FILHO, B.', 'GONCALVES1, A. P. F.', 'LIMA, B. H. F.', 'LOPES, G. A. O.', 'RACHID, M. A.', 'PEIXOTO, A. C. C.', 'OLIVEIRA, D. B.', 'ATAIDE, M. A.', 'ZIRKE, C. A.', 'COTRIM, T. M.', 'COSTA, E. A.', 'ALMEIDA, G. M. F.', 'RUSSO, R. C.', 'GAZZINELLI, Ricardo Tostes', 'MACHADO, A. M. V.']",Protective Immunity and Safety of a Genetically Modified Influenza Virus Vaccine,Plos One,,9,e98685,2014,
71,Alexandre de Magalhaes Vieira Machado,  56,"['ARAÚJO, ADRIANO FERNANDO', 'DE OLIVEIRA, GABRIEL', 'VASCONCELOS, JULIANA FRAGA', 'ERSCHING, JONATAN', 'DOMINGUEZ, MARIANA RIBEIRO', 'VASCONCELOS, JOSÉ RONNIE', 'MACHADO, ALEXANDRE VIEIRA', 'GAZZINELLI, Ricardo Tostes', 'BRUNA-ROMERO, OSCAR', 'SOARES, MILENA BOTELHO', 'RODRIGUES, MAURICIO MARTINS']",Genetic Vaccination against Experimental Infection with Myotropic Parasite Strains of Trypanosoma cruzi,Mediators of Inflammation (Print),,2014,1-13,2014,
72,Alexandre de Magalhaes Vieira Machado, 127,"['Garcia, Cristiana C.', 'Weston-Davies, Wynne', 'Russo, Remo C.', 'TAVARES, L. P.', 'RACHID, MILENE A.', 'ALVES-FILHO, JOSÉ C.', 'MACHADO, A. M. V.', 'Ryffel, Bernhard', 'NUNN, MILES A.', 'Teixeira, Mauro M.']",Complement C5 Activation during Influenza A Infection in Mice Contributes to Neutrophil Recruitment and Lung Injury,Plos One,,8,e64443,2013,
73,Alexandre de Magalhaes Vieira Machado,  32,"['BARBOSA, RAFAEL POLIDORO ALVES', 'FILHO, BRUNO GALVÃO', 'SANTOS, LUARA ISABELA DOS', 'JUNIOR, POLICARPO ADEMAR SALES', 'MARQUES, PEDRO ELIAS', 'PEREIRA, RAFAELA VAZ SOUSA', 'CARA, DENISE CARMONA', 'BRUÑA-ROMERO, OSCAR', 'Rodrigues, Maurício Martins', 'GAZZINELLI, Ricardo Tostes', 'MACHADO, A. M. V.']",Vaccination Using Recombinants Influenza and Adenoviruses Encoding Amastigote Surface Protein-2 Are Highly Effective on Protection against Trypanosoma cruzi Infection,Plos One,,8,e61795-e,2013,
74,Alexandre de Magalhaes Vieira Machado, 127,"['Dominguez, M.R.', 'J. Ersching', 'R. Lemos', 'VIEIRA MACHADO, A.M.', 'BRUNA-ROMERO, O.', 'RODRIGUES, M. M.', 'VASCONCELOS, J. R.']",Re-circulation of lymphocytes mediated by sphingosine-1-phosphate receptor-1 contributes to resistance against experimental infection with the protozoan parasite Trypanosoma cruzi,Vaccine (Guildford),,30,2882-2891,2012,
75,Alexandre de Magalhaes Vieira Machado, 105,"['VASCONCELOS, JOSÉ RONNIE', ""BRUÑA'ROMERO, OSCAR"", 'ARAÚJO, ADRIANO F.', 'DOMINGUEZ, MARIANA R.', 'ERSCHING, JONATAN', 'DE ALENCAR, BRUNA C. G.', 'MACHADO, Alexandre V.', 'GAZZINELLI, RICARDO T.', 'BORTOLUCI, KARINA R.', 'AMARANTE-MENDES, GUSTAVO P.', 'LOPES, MARCELA F.', 'RODRIGUES, MAURICIO M.']",Pathogen-Induced Proapoptotic Phenotype and High CD95 (Fas) Expression Accompany a Suboptimal CD8+ T-Cell Response: Reversal by Adenoviral Vaccine,PLoS Pathogens (Online),,8,e1002699,2012,
76,Alexandre de Magalhaes Vieira Machado, 114,"['Rigato, P.O.', 'ALENCAR, B.', 'VASCONCELOS, J. R.', 'Dominguez, M.R.', 'ARAUJO, E. M.', 'MACHADO, A. M. V.', 'GAZZINELLI, R. T.', 'BRUNA-ROMERO, O.', 'RODRIGUES, M. M.']","Heterologous Plasmid DNA Prime-Recombinant Human Adenovirus 5 Boost Vaccination Generates a Stable Pool of Protective Long-Lived CD8+ T Effector Memory Cells Specific for a Human Parasite, Trypanosoma cruzi",Infection and Immunity (Print),,79,2120-2130,2011,
77,Alexandre de Magalhaes Vieira Machado,   1,"['DOMINGUEZ, M. R.', 'E.L.V.Silveira', 'VASCONCELOS, J. R.', 'B.C Alencar', 'MACHADO, A. M. V.', 'BRUNA-ROMERO, O.', 'GAZZINELLI, R. T.', 'RODRIGUES, M. M.']",Subdominant/Cryptic CD8 T Cell Epitopes Contribute to Resistance against Experimental Infection with a Human Protozoan Parasite,Plos One,,6,e2011-e2011,2011,
78,Alexandre de Magalhaes Vieira Machado,   3,"['MACHADO, A. M. V.', 'CAETANO, B. C.', 'BARBOSA, R. P. A.', 'Salgado, A.P.C.,', 'RABELO, R. H.', 'GARCIA, C. C.', 'BRUNA-ROMERO, O.', 'ESCRIOU, N.', 'GAZZINELLI, R. T.']",Prime and boost immunization with influenza and adenovirus encoding the Toxoplasma gondii surface antigen 2 (SAG2) induces strong protective immunity,Vaccine (Guildford),,28,3247-3256,2010,
79,Alexandre de Magalhaes Vieira Machado,   5,"['GARCIA, C. C.', 'RUSSO, R. C.', 'GUABIRABA, R.', 'FAGUNDES, C. T.', 'BARBOSA, R. P. A.', 'TAVARES, L. P.', 'Salgado, A.P.C.,', 'CASSALI, G. D.', 'SOUSA, L. P.', 'MACHADO, A. M. V.', 'TEIXEIRA, M. M.']",Platelet-Activating Factor Receptor Plays a Role in Lung Injury and Death Caused by Influenza A in Mice,PLoS Pathogens (Online),,6,e1001171,2010,
80,Alexandre de Magalhaes Vieira Machado,   6,"['ALENCAR, B.', 'Persechini PM', 'Haolla FA', 'de Oliveira G', 'Silverio JC', 'LANNES-OLIVEIRA, J.', 'MACHADO, A. M. V.', 'GAZZINELLI, R. T.', 'BRUNA-ROMERO, O.', 'RODRIGUES, M. M.']","Perforin and Gamma Interferon Expression Are Required for CD4+ and CD8+ T-Cell-Dependent Protective Immunity against a Human Parasite, Trypanosoma cruzi, Elicited by Heterologous Plasmid DNA Prime-Recombinant Adenovirus 5 Boost Vaccination",Infection and Immunity (Print),,77,4383-4395,2009,
81,Alexandre de Magalhaes Vieira Machado,   3,"['Haolla FA', 'CLASER, C.', 'ALENCAR, B.', 'TZELEPIS, F', 'VASCONCELOS, J. R.', 'de Oliveira G', 'Silverio JC', 'MACHADO, A. M. V.', 'LANNES-OLIVEIRA, J.', 'BRUNA-ROMERO, O.', 'GAZZINELLI, R. T.', 'dos Santos RR', 'SOARES M.B.,', 'RODRIGUES, M. M.']",Strain-specific protective immunity following vaccination against experimental Trypanosoma cruzi infection,Vaccine (Guildford),,27,5644-5653,2009,
82,Alexandre de Magalhaes Vieira Machado,  24,"['TZELEPIS,', 'ALENCAR, B.', 'PENIDO, M. L.', 'CLASER, C.', 'MACHADO, A. M. V.', 'BRUNA-ROMERO, O.', 'GAZZINELLI, R. T.', 'RODRIGUES, M. M.']",Infection with Trypanosoma cruzi Restricts the Repertoire of Parasite-Specific CD8+ T Cells Leading to Immunodominance,The Journal of Immunology (1950),,180,1737-1748,2008,
83,Alexandre de Magalhaes Vieira Machado,  11,"['MACHADO, A. M. V.', 'NAFFAKH, N.', 'GERBAUD, S.', 'ESCRIOU, N.', 'WERF, S. V. D.']",Recombinant influenza A viruses harboring optimized dicistronic NA segment with an extended native 5- terminal sequence: Induction of heterospecific B and T cell responses in mice,Virology,"New York, N.Y Print","345, n.1",73-87,2006,
84,Alexandre de Magalhaes Vieira Machado,   6,"['MACHADO, A. M. V.', 'CARDOSO, J. E.', 'CLASER, C.', 'RODRIGUES, M. M.', 'GAZZINELLI, R. T.', 'BRUNA-ROMERO, O.']",Long-Term Protective Immunity Induced Against Trypanosoma cruzi Infection After Vaccination with Recombinant Adenoviruses Encoding Amastigote Surface Protein-2 and Trans- Sialidase,Human Gene Therapy,,17,898-908,2006,
85,Alexandre de Magalhaes Vieira Machado,  22,"['ROCHA, C. D.', 'CAETANO, B. C.', 'MACHADO, A. M. V.', 'BRUNA-ROMERO, O.']",Recombinant viruses as tools to induce protective cellular immunity against infectious diseases,International Microbiology,Espanha,"7, n.2",83-94,2004,
86,Alexandre de Magalhaes Vieira Machado,  26,"['VASCONCELOS, J. R.', 'HIYANE, M. I.', 'MARINHO, C. R.', 'CLASER, C.', 'MACHADO, A. M. V.', 'GAZZINELLI, R. T.', 'BRUNA-ROMERO, O.', 'ALVAREZ, J. M.', 'BOSCARDIN, S. B.', 'RODRIGUES, M. M.']",Protective Immunity Against Trypanosoma cruzi Infection in a Highly Susceptible Mouse Strain After Vaccination with Genes Encoding the Amastigote Surface Protein-2 and Trans-Sialidase,Human Gene Therapy,Estados Unidos,"15, n.9",878-886,2004,
87,Alexandre de Magalhaes Vieira Machado,   5,"['MACHADO, A. M. V.', 'NAFFAKH, N.', 'WERF, S. V. D.', 'ESCRIOU, N.']","Expression of a foreign gene by stable recombinant influenza viruses, harboring a dicistronic segment with an internal promoter",Virology,,"313, n.1",235,2003,
88,Ana Lúcia Teles Rabello,  11,"['DE ASSIS, TÁLIA SANTANA MACHADO', 'FREIRE, MARIANA LOURENÇO', 'CARVALHO, JANAÍNA DE PINA', 'Rabello, Ana', 'COTA, GLÁUCIA']",Cost-effectiveness of anti-SARS-CoV-2 antibody diagnostic tests in Brazil,PLoS One,,17,e0264159-e0264159,2022,
89,Ana Lúcia Teles Rabello,   6,"['ASSIS, TÁLIA MACHADO DE', 'Rabello, Ana', 'COTA, GLÁUCIA']",Economic evaluations addressing diagnosis and treatment strategies for neglected tropical diseases: an overview,REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SÃO PAULO,,63,1-14,2021,
90,Ana Lúcia Teles Rabello,  14,"['SIQUEIRA, LILIANE MARIA VIDAL', 'SENRA, CAROLINA', 'DE OLIVEIRA, ÁUREO ALMEIDA', 'CARNEIRO, NIDIA FRANCISCA DE FIGUEIREDO', 'GOMES, LUCIANA INÁCIA', 'Rabello, Ana', 'Coelho, Paulo Marcos Zech', 'OLIVEIRA, EDWARD']",A Real-Time PCR Assay for the Diagnosis of Intestinal Schistosomiasis and Cure Assessment After the Treatment of Individuals With Low Parasite Burden,Frontiers in Immunology,,11,1-12,2021,
91,Ana Lúcia Teles Rabello,   5,"['SILVA-FREITAS, MARIA LUCIANA', 'CORRÊA-CASTRO, GABRIELA', 'COTA, GLAUCIA FERNANDES', 'GIACOIA-GRIPP, CARMEM', 'Rabello, Ana', 'TEIXEIRA DUTRA, JULIANA', 'VASCONCELOS, ZILTON FARIAS MEIRA DE', 'SAVINO, WILSON', 'DA-CRUZ, ALDA MARIA', 'SANTOS-OLIVEIRA, JOANNA REIS']",Impaired Thymic Output Can Be Related to the Low Immune Reconstitution and T Cell Repertoire Disturbances in Relapsing Visceral Leishmaniasis Associated HIV/AIDS Patients,Frontiers in Immunology,,11,3,2020,
92,Ana Lúcia Teles Rabello,  16,"['GALVÃO, ENDI LANZA', 'ASSIS, Talia Santana Machado de', 'PEDRAS, Mariana Junqueira', 'COTA, GLÁUCIA FERNANDES', 'SIMÕES, TAYNÃNA CÉSAR', 'Rabello, Ana']","Economic impact of localized cutaneous leishmaniasis on adult patients of a referral service in Belo Horizonte, Minas Gerais State, Brazil",CADERNOS DE SAÚDE PÚBLICA,,36,1,2020,
93,Ana Lúcia Teles Rabello,   8,"['Assis TSM', 'COTA, G.', 'GUIMARAES, P. N.', 'OLIVEIRA, E.', 'PERUHYPE-MAGALHAES, V.', 'Gomes', 'RABELLO, A']",Desafios da implantação de testes rápidos para o diagnóstico da leishmaniose visceral em serviços de saúde de município endêmico para a doença,REVISTA DE APS (IMPRESSO),,22,455-467,2020,
94,Ana Lúcia Teles Rabello,   3,"['COTA, GLÁUCIA', 'FREIRE, MARIANA LOURENÇO', 'DE SOUZA, CAROLINA SENRA', 'PEDRAS, Mariana Junqueira', 'SALIBA, JULIANA WILKE', 'FARIA, VERÔNICA', 'ALVES, LÍNDICY LEIDICY', 'Rabello, Ana', 'AVELAR, DANIEL MOREIRA']",Diagnostic performance of commercially available COVID-19 serology tests in Brazil,INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,,101,382-390,2020,
95,Ana Lúcia Teles Rabello,   5,"['FREIRE, MARIANA LOURENÇO', 'DE SOUZA, ALINE', 'COTA, GLÁUCIA', 'Rabello, Ana', 'MACHADO DE ASSIS, TÁLIA']",Cost-effectiveness of serological tests for human visceral leishmaniasis in the Brazilian scenario,PLoS Neglected Tropical Diseases,,14,e0008741,2020,
96,Ana Lúcia Teles Rabello,  11,"['SILVA-MORAES, VANESSA', 'SHOLLENBERGER, LISA MARIE', 'CASTRO-BORGES, WILLIAM', 'RABELLO, ANA LUCIA TELES', 'HARN, DONALD A.', 'MEDEIROS, LIA CAROLINA SOARES', 'JEREMIAS, WANDER DE JESUS', 'SIQUEIRA, LILIANE MARIA VIDAL', 'PEREIRA, CAROLINE STEPHANE SALVIANO', 'PEDROSA, MARIA LUYSA CAMARGOS', 'ALMEIDA, NATHALIE BONATTI FRANCO', 'ALMEIDA, AUREO', 'LAMBERTUCCI, JOSE ROBERTO', 'CARNEIRO, NÍDIA FRANCISCA DE FIGUEIREDO', 'Coelho, Paulo Marcos Zech', 'GRENFELL, RAFAELLA FORTINI QUEIROZ']",Serological proteomic screening and evaluation of a recombinant egg antigen for the diagnosis of low-intensity Schistosoma mansoni infections in endemic area in Brazil,PLoS Neglected Tropical Diseases,,13,e0006974,2019,
97,Ana Lúcia Teles Rabello,  14,"['SILVA-MORAES, VANESSA', 'SHOLLENBERGER, LISA M', 'SIQUEIRA, LILIANE MARIA VIDAL', 'CASTRO-BORGES, WILLIAM', 'HARN, DONALD A', 'GRENFELL, RAFAELLA FORTINI QUEIROZ E', 'RABELLO, ANA LUCIA TELES', 'Coelho, Paulo Marcos Zech']",Diagnosis of Schistosoma mansoni infections: what are the choices in Brazilian low-endemic areas?,Memórias do Instituto Oswaldo Cruz,,114,e180478,2019,
98,Ana Lúcia Teles Rabello,   8,"['FREIRE, MARIANA LOURENÇO', 'MACHADO DE ASSIS, TÁLIA', 'Oliveira, Edward', 'MOREIRA DE AVELAR, DANIEL', 'SIQUEIRA, ISADORA C.', 'BARRAL, ALDINA', 'Rabello, Ana', 'COTA, GLÁUCIA']",Performance of serological tests available in Brazil for the diagnosis of human visceral leishmaniasis,PLoS Neglected Tropical Diseases,,13,e0007484,2019,
99,Ana Lúcia Teles Rabello,  39,"['Assis, Tália Santana Machado de', 'Rabello, Ana', 'COTA, GLÁUCIA', 'Werneck, Guilherme Loureiro', 'AZEREDO-DA-SILVA, ANDRÉ LUÍS FERREIRA DE']",Cost-effectiveness analysis of diagnostic-therapeutic strategies for visceral leishmaniasis in Brazil,Sociedade Brasileira de Medicina Tropical - Revista,,52,1,2019,
100,Ana Lúcia Teles Rabello,  10,"['DE MORAIS-TEIXEIRA, ELIANE', 'Rabello, Ana', 'AGUIAR, MARTA MARQUES GONTIJO']",In vitro activity and in vivo efficacy of fexinidazole against New World Leishmania species,JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,,00,1,2019,
101,Ana Lúcia Teles Rabello,  15,"['GALVÃO, ENDI LANZA', 'PEDRAS, Mariana Junqueira', 'COTA, GLÁUCIA FERNANDES', 'Rabello, Ana', 'SIMÕES, TAYNÃNA CÉSAR']",How cutaneous leishmaniasis and treatment impacts in the patients? lives: A cross-sectional study,PLoS One,,14,e0211374,2019,
102,Ana Lúcia Teles Rabello,   7,"['AVELAR, DANIEL MOREIRA DE', 'CARVALHO, DÉBORA MOREIRA', 'Rabello, Ana']",Development and Clinical Evaluation of Loop-Mediated Isothermal Amplification (LAMP) Assay for the Diagnosis of Human Visceral Leishmaniasis in Brazil,Biomed Research International,,2019,1-7,2019,
103,Ana Lúcia Teles Rabello,   7,"['BRITO, NAYARA C.', 'Machado de Assis, Tália S.', 'Rabello, Ana', 'COTA, GLÁUCIA']",Intralesional infiltration versus parenteral use of meglumine antimoniate for treatment of cutaneous leishmaniasis: A cost-effectiveness analysis,PLoS Neglected Tropical Diseases,,13,e0007856,2019,
104,Ana Lúcia Teles Rabello,  52,"['TEIXEIRA, ANA IZABEL PASSARELLA', 'SILVA, DEBORA MARCOLINO', 'VITAL, TAMIRES', 'NITZ, NADJAR', 'DE CARVALHO, BRUNA CAROLINE', 'HECHT, MARIANA', 'OLIVEIRA, DIANA', 'Oliveira, Edward', 'Rabello, Ana', 'ROMERO, Gustavo Adolfo Sierra']",Improving the reference standard for the diagnosis of canine visceral leishmaniasis: a challenge for current and future tests,Memórias do Instituto Oswaldo Cruz,,114,1-9,2019,
105,Ana Lúcia Teles Rabello,  31,"['RAMALHO, DARIO BROCK', 'SILVA, ROSIANA ESTÉFANE DA', 'SENNA, MARIA CAMILO RIBEIRO DE', 'MOREIRA, HUGO SILVA ASSIS', 'PEDRAS, Mariana Junqueira', 'AVELAR, DANIEL MOREIRA DE', 'SARAIVA, LARA', 'Rabello, Ana', 'COTA, GLÁUCIA']","Meglumine antimoniate intralesional infiltration for localised cutaneous leishmaniasis: a single arm, open label, phase II clinical trial",Memórias do Instituto Oswaldo Cruz,,113,1-8,2018,
106,Ana Lúcia Teles Rabello,   1,"['PEDRAS, Mariana Junqueira', 'CARVALHO, JANAÍNA DE PINA', 'SILVA, ROSIANA ESTÉFANE DA', 'RAMALHO, DARIO BROCK', 'SENNA, MARIA CAMILO RIBEIRO DE', 'MOREIRA, HUGO SILVA ASSIS', 'MARTINHO, LORENA ZAINE MATOS', 'Rabello, Ana', 'COTA, GLÁUCIA']",Mucosal leishmaniasis: the experience of a Brazilian referral center,Sociedade Brasileira de Medicina Tropical - Revista,,51,318-323,2018,
107,Ana Lúcia Teles Rabello,  37,"['SENRA, CAROLINA', 'GOMES, LUCIANA INÁCIA', 'SIQUEIRA, LILIANE MARIA VIDAL', 'Coelho, Paulo Marcos Zech', 'Rabello, Ana', 'Oliveira, Edward']",Development of a laboratorial platform for diagnosis of schistosomiasis mansoni by PCR-ELISA,BMC RESEARCH NOTES,,11,455-455,2018,
108,Ana Lúcia Teles Rabello,  18,"['GALVÃO, ENDI LANZA', 'PEDRAS, Mariana Junqueira', 'COTA, GLÁUCIA FERNANDES', 'SIMÕES, TAYNÃNA CÉSAR', 'Rabello, Ana']",Development and initial validation of a cutaneous leishmaniasis impact questionnaire,PLoS One,,13,e0203378,2018,
109,Ana Lúcia Teles Rabello,  27,"['FREIRE, MARIANA LOURENÇO', 'Assis, Tália Santana Machado de', 'AVELAR, DANIEL MOREIRA DE', 'Rabello, Ana', 'COTA, GLÁUCIA']",Evaluation of a new brand of immunochromatographic test for visceral leishmaniasis in Brazil made available from 2018,REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SÃO PAULO,,60,1-4,2018,
110,Ana Lúcia Teles Rabello,   8,"['MEDEIROS, FERNANDA ALVARENGA CARDOSO', 'GOMES, LUCIANA INÁCIA', 'Oliveira, Edward', 'DE SOUZA, CAROLINA SENRA ALVES', 'MOURÃO, MARIA VITÓRIA', 'COTA, GLÁUCIA FERNANDES', 'Marques, Letícia Helena dos Santos', 'CARNEIRO, MARIÂNGELA', 'Rabello, Ana']",Development and Validation of a PCR-ELISA for the Diagnosis of Symptomatic and Asymptomatic Infection by Leishmania (Leishmania) infantum,Journal of Tropical Medicine,,2017,1-10,2017,
111,Ana Lúcia Teles Rabello,  12,"['COTA, GLÁUCIA FERNANDES', 'DE SOUSA, MARCOS ROBERTO', 'DE ASSIS, TÁLIA SANTANA MACHADO', 'PINTO, BRUNA FERNANDES', 'Rabello, Ana']",Exploring prognosis in chronic relapsing visceral leishmaniasis among HIV-infected patients: Circulating Leishmania DNA,ACTA TROPICA,,172,186-191,2017,
112,Ana Lúcia Teles Rabello,  10,"['ROMERO, Gustavo Adolfo Sierra', 'COSTA, DORCAS LAMOUNIER', 'COSTA, CARLOS HENRIQUE NERY', 'DE ALMEIDA, ROQUE PACHECO', 'DE MELO, ENALDO VIERA', 'DE CARVALHO, SÍLVIO FERNANDO GUIMARÃES', 'Rabello, Ana', 'DE CARVALHO, ANDRÉA LUCCHESI', 'SOUSA, ANASTÁCIO DE QUEIROZ', 'LEITE, ROBÉRIO DIAS', 'LIMA, SIMONE SOARES', 'AMARAL, THAIS ALVES', 'ALVES, FABIANA PIOVESAN', 'RODE, JOELLE']","Efficacy and safety of available treatments for visceral leishmaniasis in Brazil: A multicenter, randomized, open label trial",PLoS Neglected Tropical Diseases,,11,e0005706,2017,
113,Ana Lúcia Teles Rabello,  29,"['OLIVEIRA, E.', 'OLIVEIRA, D.', 'CARDOSO, F. A.', 'BARBOSA, J. R.', 'MARCELINO, A. P.', 'DUTRA, T.', 'ARAUJO, T.', 'FERNANDES, L.', 'DUQUE, D.', 'RABELLO, A.']",Multicentre evaluation of a direct agglutination test prototype kit (DAT-LPC) for diagnosis of visceral leishmaniasis,PARASITOLOGY,,24,1-7,2017,
